workload,n_banks,variant,total_deltas,cycles,wall_time_ms,throughput_ops_per_ms,merge_time_us,overflow_detected
W6.1_xor_N8,8,xor,50000,6250,21.7163,2302.42,1.0148,False
W6.1_xor_N8,8,xor,50000,6250,17.3565,2880.77,0.7978,False
W6.1_xor_N8,8,xor,50000,6250,15.5714,3211.02,0.7005,False
W6.1_xor_N8,8,xor,50000,6250,17.803,2808.52,0.8058,False
W6.1_xor_N8,8,xor,50000,6250,19.3552,2583.29,0.9028,False
W6.1_xor_N8,8,xor,50000,6250,15.4844,3229.06,0.7204,False
W6.1_xor_N8,8,xor,50000,6250,20.5482,2433.3,0.9534,False
W6.1_xor_N8,8,xor,50000,6250,14.9847,3336.74,0.6932,False
W6.1_xor_N8,8,xor,50000,6250,14.7288,3394.71,0.6837,False
W6.1_xor_N8,8,xor,50000,6250,22.0728,2265.23,1.0312,False
W6.1_xor_N8,8,xor,50000,6250,14.5936,3426.16,0.676,False
W6.1_xor_N8,8,xor,50000,6250,14.5649,3432.91,0.6651,False
W6.1_xor_N8,8,xor,50000,6250,14.8108,3375.91,0.689,False
W6.1_xor_N8,8,xor,50000,6250,14.9018,3355.3,0.692,False
W6.1_xor_N8,8,xor,50000,6250,14.9324,3348.42,0.6873,False
W6.1_xor_N8,8,xor,50000,6250,16.3892,3050.79,0.7175,False
W6.1_xor_N8,8,xor,50000,6250,14.7123,3398.52,0.6675,False
W6.1_xor_N8,8,xor,50000,6250,14.5818,3428.93,0.67,False
W6.1_xor_N8,8,xor,50000,6250,14.9136,3352.64,0.6788,False
W6.1_xor_N8,8,xor,50000,6250,14.5514,3436.1,0.6704,False
W6.1_xor_N8,8,xor,50000,6250,15.692,3186.34,0.7202,False
W6.1_xor_N8,8,xor,50000,6250,14.644,3414.37,0.6801,False
W6.1_adder_N1,1,adder,50000,50000,38.03,1314.75,0.2971,False
W6.1_adder_N1,1,adder,50000,50000,36.4229,1372.76,0.2865,False
W6.1_adder_N1,1,adder,50000,50000,39.5416,1264.49,0.3129,False
W6.1_adder_N1,1,adder,50000,50000,37.8869,1319.72,0.2959,False
W6.1_adder_N1,1,adder,50000,50000,44.1907,1131.46,0.3482,False
W6.1_adder_N1,1,adder,50000,50000,36.375,1374.57,0.2886,False
W6.1_adder_N1,1,adder,50000,50000,39.1704,1276.47,0.3117,False
W6.1_adder_N1,1,adder,50000,50000,52.8034,946.91,0.4148,False
W6.1_adder_N1,1,adder,50000,50000,52.1551,958.68,0.4058,False
W6.1_adder_N1,1,adder,50000,50000,47.8868,1044.13,0.3612,False
W6.1_adder_N1,1,adder,50000,50000,54.2058,922.41,0.4011,False
W6.1_adder_N1,1,adder,50000,50000,50.8174,983.91,0.3712,False
W6.1_adder_N1,1,adder,50000,50000,36.6035,1365.99,0.2893,False
W6.1_adder_N1,1,adder,50000,50000,46.7845,1068.73,0.3528,False
W6.1_adder_N1,1,adder,50000,50000,38.6581,1293.39,0.2956,False
W6.1_adder_N1,1,adder,50000,50000,43.6521,1145.42,0.342,False
W6.1_adder_N1,1,adder,50000,50000,45.3884,1101.6,0.3562,False
W6.1_adder_N1,1,adder,50000,50000,37.3999,1336.9,0.2946,False
W6.1_adder_N1,1,adder,50000,50000,49.9653,1000.69,0.39,False
W6.1_adder_N1,1,adder,50000,50000,37.4107,1336.52,0.2945,False
W6.1_adder_N1,1,adder,50000,50000,45.4577,1099.92,0.3547,False
W6.1_adder_N1,1,adder,50000,50000,45.7565,1092.74,0.3578,False
W6.1_adder_N1,1,adder,50000,50000,40.4352,1236.55,0.3207,False
W6.1_adder_N1,1,adder,50000,50000,38.181,1309.55,0.2982,False
W6.1_adder_N1,1,adder,50000,50000,38.8891,1285.71,0.3049,False
W6.1_adder_N1,1,adder,50000,50000,47.9379,1043.02,0.3758,False
W6.1_adder_N1,1,adder,50000,50000,36.3601,1375.13,0.285,False
W6.1_adder_N1,1,adder,50000,50000,37.0976,1347.8,0.2916,False
W6.1_adder_N1,1,adder,50000,50000,41.9182,1192.8,0.3292,False
W6.1_adder_N1,1,adder,50000,50000,37.7617,1324.09,0.2973,False
W6.1_adder_N1,1,adder,50000,50000,48.5278,1030.34,0.3797,False
W6.1_adder_N1,1,adder,50000,50000,37.4146,1336.38,0.2939,False
W6.1_adder_N1,1,adder,50000,50000,50.7979,984.29,0.3973,False
W6.1_adder_N1,1,adder,50000,50000,38.3748,1302.94,0.3012,False
W6.1_adder_N1,1,adder,50000,50000,41.0371,1218.41,0.3095,False
W6.1_adder_N1,1,adder,50000,50000,37.6093,1329.46,0.2914,False
W6.1_adder_N1,1,adder,50000,50000,36.6069,1365.86,0.2868,False
W6.1_adder_N1,1,adder,50000,50000,39.362,1270.26,0.3044,False
W6.1_adder_N1,1,adder,50000,50000,40.3757,1238.37,0.3055,False
W6.1_adder_N1,1,adder,50000,50000,52.8315,946.41,0.3935,False
W6.1_adder_N1,1,adder,50000,50000,38.0311,1314.71,0.2959,False
W6.1_adder_N1,1,adder,50000,50000,49.839,1003.23,0.3883,False
W6.1_adder_N1,1,adder,50000,50000,38.7705,1289.64,0.3025,False
W6.1_adder_N1,1,adder,50000,50000,45.3896,1101.57,0.3535,False
W6.1_adder_N1,1,adder,50000,50000,45.3556,1102.4,0.3533,False
W6.1_adder_N1,1,adder,50000,50000,40.3027,1240.61,0.3139,False
W6.1_adder_N1,1,adder,50000,50000,46.8341,1067.6,0.3682,False
W6.1_adder_N1,1,adder,50000,50000,44.9947,1111.24,0.3527,False
W6.1_adder_N1,1,adder,50000,50000,36.7203,1361.64,0.2917,False
W6.1_adder_N1,1,adder,50000,50000,36.9885,1351.77,0.29,False
W6.1_adder_N1,1,adder,50000,50000,38.5076,1298.44,0.3018,False
W6.1_adder_N1,1,adder,50000,50000,50.9137,982.05,0.3982,False
W6.1_adder_N1,1,adder,50000,50000,41.0296,1218.63,0.3236,False
W6.1_adder_N1,1,adder,50000,50000,38.5892,1295.7,0.3017,False
W6.1_adder_N1,1,adder,50000,50000,45.0504,1109.87,0.3524,False
W6.1_adder_N1,1,adder,50000,50000,45.8171,1091.3,0.3609,False
W6.1_adder_N1,1,adder,50000,50000,37.6361,1328.51,0.2998,False
W6.1_adder_N1,1,adder,50000,50000,37.1957,1344.24,0.2935,False
W6.1_adder_N1,1,adder,50000,50000,37.9092,1318.94,0.2958,False
W6.1_adder_N1,1,adder,50000,50000,44.8708,1114.31,0.3518,False
W6.1_adder_N1,1,adder,50000,50000,43.419,1151.57,0.34,False
W6.1_adder_N1,1,adder,50000,50000,37.08,1348.44,0.2928,False
W6.1_adder_N1,1,adder,50000,50000,37.0915,1348.02,0.2952,False
W6.1_adder_N1,1,adder,50000,50000,37.6998,1326.27,0.2992,False
W6.1_adder_N1,1,adder,50000,50000,39.7771,1257.0,0.3032,False
W6.1_adder_N1,1,adder,50000,50000,53.6417,932.11,0.404,False
W6.1_adder_N1,1,adder,50000,50000,37.7474,1324.59,0.2939,False
W6.1_adder_N1,1,adder,50000,50000,37.4767,1334.16,0.2901,False
W6.1_adder_N1,1,adder,50000,50000,47.9766,1042.17,0.364,False
W6.1_adder_N1,1,adder,50000,50000,41.426,1206.97,0.3235,False
W6.1_adder_N1,1,adder,50000,50000,51.8481,964.36,0.4075,False
W6.1_adder_N1,1,adder,50000,50000,41.071,1217.4,0.3207,False
W6.1_adder_N1,1,adder,50000,50000,45.2879,1104.05,0.356,False
W6.1_adder_N1,1,adder,50000,50000,42.0088,1190.23,0.3218,False
W6.1_adder_N1,1,adder,50000,50000,50.1865,996.28,0.3748,False
W6.1_adder_N1,1,adder,50000,50000,48.771,1025.2,0.3672,False
W6.1_adder_N1,1,adder,50000,50000,49.8616,1002.78,0.3753,False
W6.1_adder_N1,1,adder,50000,50000,37.7869,1323.21,0.2943,False
W6.1_adder_N1,1,adder,50000,50000,45.4852,1099.26,0.3604,False
W6.1_adder_N1,1,adder,50000,50000,45.3861,1101.66,0.3555,False
W6.1_adder_N1,1,adder,50000,50000,43.7855,1141.93,0.3343,False
W6.1_adder_N1,1,adder,50000,50000,45.5064,1098.75,0.3449,False
W6.1_adder_N1,1,adder,50000,50000,39.6385,1261.4,0.3058,False
W6.1_adder_N1,1,adder,50000,50000,45.6664,1094.9,0.3511,False
W6.1_adder_N1,1,adder,50000,50000,39.4488,1267.47,0.3059,False
W6.1_adder_N1,1,adder,50000,50000,48.6219,1028.34,0.3792,False
W6.1_adder_N1,1,adder,50000,50000,36.1279,1383.97,0.2874,False
W6.1_adder_N1,1,adder,50000,50000,38.0499,1314.06,0.3007,False
W6.1_adder_N1,1,adder,50000,50000,45.4198,1100.84,0.3537,False
W6.1_adder_N1,1,adder,50000,50000,44.4004,1126.12,0.3498,False
W6.1_adder_N1,1,adder,50000,50000,45.4718,1099.58,0.3566,False
W6.1_adder_N1,1,adder,50000,50000,50.2917,994.2,0.3937,False
W6.1_adder_N1,1,adder,50000,50000,44.9375,1112.66,0.3512,False
W6.1_adder_N1,1,adder,50000,50000,47.0836,1061.94,0.3669,False
W6.1_adder_N1,1,adder,50000,50000,40.807,1225.28,0.3202,False
W6.1_adder_N1,1,adder,50000,50000,39.2888,1272.63,0.308,False
W6.1_adder_N1,1,adder,50000,50000,44.8995,1113.6,0.3516,False
W6.1_adder_N1,1,adder,50000,50000,36.1837,1381.84,0.2879,False
W6.1_adder_N1,1,adder,50000,50000,53.1711,940.36,0.4165,False
W6.1_adder_N1,1,adder,50000,50000,36.4518,1371.67,0.2874,False
W6.1_adder_N2,2,adder,50000,25000,31.0223,1611.74,0.5067,True
W6.1_adder_N2,2,adder,50000,25000,24.6629,2027.34,0.4027,True
W6.1_adder_N2,2,adder,50000,25000,35.9798,1389.67,0.5905,True
W6.1_adder_N2,2,adder,50000,25000,24.2793,2059.37,0.3996,True
W6.1_adder_N2,2,adder,50000,25000,32.9749,1516.3,0.5406,True
W6.1_adder_N2,2,adder,50000,25000,26.4549,1890.01,0.431,True
W6.1_adder_N2,2,adder,50000,25000,24.5668,2035.27,0.3966,True
W6.1_adder_N2,2,adder,50000,25000,30.6953,1628.91,0.5023,True
W6.1_adder_N2,2,adder,50000,25000,25.8626,1933.29,0.4232,True
W6.1_adder_N2,2,adder,50000,25000,24.3895,2050.06,0.399,True
W6.1_adder_N2,2,adder,50000,25000,32.0406,1560.52,0.5275,True
W6.1_adder_N2,2,adder,50000,25000,33.238,1504.3,0.5436,True
W6.1_adder_N2,2,adder,50000,25000,24.311,2056.68,0.3969,True
W6.1_adder_N2,2,adder,50000,25000,24.1411,2071.16,0.3911,True
W6.1_adder_N2,2,adder,50000,25000,24.4522,2044.81,0.4042,True
W6.1_adder_N2,2,adder,50000,25000,26.214,1907.38,0.4306,True
W6.1_adder_N2,2,adder,50000,25000,23.8533,2096.15,0.3898,True
W6.1_adder_N2,2,adder,50000,25000,25.6814,1946.93,0.4206,True
W6.1_adder_N2,2,adder,50000,25000,25.0006,1999.95,0.4067,True
W6.1_adder_N2,2,adder,50000,25000,24.0977,2074.89,0.396,True
W6.1_adder_N2,2,adder,50000,25000,24.6611,2027.48,0.4019,True
W6.1_adder_N2,2,adder,50000,25000,28.1899,1773.68,0.4626,True
W6.1_adder_N2,2,adder,50000,25000,28.7897,1736.73,0.4703,True
W6.1_adder_N2,2,adder,50000,25000,24.288,2058.63,0.3968,True
W6.1_adder_N2,2,adder,50000,25000,31.958,1564.55,0.5268,True
W6.1_adder_N2,2,adder,50000,25000,33.7634,1480.89,0.5514,True
W6.1_adder_N2,2,adder,50000,25000,24.299,2057.7,0.3948,True
W6.1_adder_N2,2,adder,50000,25000,35.5845,1405.11,0.5854,True
W6.1_adder_N2,2,adder,50000,25000,28.0813,1780.54,0.4583,True
W6.1_adder_N2,2,adder,50000,25000,24.2432,2062.43,0.3958,True
W6.1_adder_N2,2,adder,50000,25000,32.6096,1533.29,0.5327,True
W6.1_adder_N2,2,adder,50000,25000,29.919,1671.18,0.486,True
W6.1_adder_N2,2,adder,50000,25000,30.561,1636.07,0.498,True
W6.1_adder_N2,2,adder,50000,25000,24.4954,2041.2,0.4002,True
W6.1_adder_N2,2,adder,50000,25000,35.1958,1420.62,0.5405,True
W6.1_adder_N2,2,adder,50000,25000,26.6356,1877.19,0.4197,True
W6.1_adder_N2,2,adder,50000,25000,37.6446,1328.21,0.5528,True
W6.1_adder_N2,2,adder,50000,25000,29.1763,1713.72,0.4447,True
W6.1_adder_N2,2,adder,50000,25000,31.645,1580.03,0.4857,True
W6.1_adder_N2,2,adder,50000,25000,36.604,1365.97,0.5672,True
W6.1_adder_N2,2,adder,50000,25000,26.6826,1873.88,0.4324,True
W6.1_adder_N2,2,adder,50000,25000,24.2718,2060.0,0.3958,True
W6.1_adder_N2,2,adder,50000,25000,35.8826,1393.43,0.5864,True
W6.1_adder_N2,2,adder,50000,25000,26.2985,1901.25,0.4317,True
W6.1_adder_N2,2,adder,50000,25000,24.1464,2070.7,0.3942,True
W6.1_adder_N2,2,adder,50000,25000,31.5172,1586.44,0.5172,True
W6.1_adder_N2,2,adder,50000,25000,36.512,1369.41,0.5946,True
W6.1_adder_N2,2,adder,50000,25000,25.5137,1959.73,0.4169,True
W6.1_adder_N2,2,adder,50000,25000,33.8513,1477.05,0.5515,True
W6.1_adder_N2,2,adder,50000,25000,26.5747,1881.49,0.4345,True
W6.1_adder_N2,2,adder,50000,25000,32.5157,1537.72,0.5307,True
W6.1_adder_N2,2,adder,50000,25000,25.0177,1998.59,0.4109,True
W6.1_adder_N2,2,adder,50000,25000,24.7103,2023.45,0.4037,True
W6.1_adder_N2,2,adder,50000,25000,32.094,1557.92,0.5239,True
W6.1_adder_N2,2,adder,50000,25000,28.4713,1756.15,0.4662,True
W6.1_adder_N2,2,adder,50000,25000,29.1343,1716.19,0.4778,True
W6.1_adder_N2,2,adder,50000,25000,25.0558,1995.55,0.409,True
W6.1_adder_N2,2,adder,50000,25000,24.2142,2064.9,0.3928,True
W6.1_adder_N2,2,adder,50000,25000,32.9564,1517.16,0.5365,True
W6.1_adder_N2,2,adder,50000,25000,33.2197,1505.13,0.5491,True
W6.1_adder_N2,2,adder,50000,25000,24.2445,2062.32,0.3931,True
W6.1_adder_N2,2,adder,50000,25000,35.7329,1399.27,0.5838,True
W6.1_adder_N2,2,adder,50000,25000,26.6917,1873.24,0.4343,True
W6.1_adder_N2,2,adder,50000,25000,24.3716,2051.57,0.3974,True
W6.1_adder_N2,2,adder,50000,25000,33.2569,1503.45,0.5407,True
W6.1_adder_N2,2,adder,50000,25000,30.3461,1647.66,0.4922,True
W6.1_adder_N2,2,adder,50000,25000,24.4533,2044.71,0.4013,True
W6.1_adder_N2,2,adder,50000,25000,34.7756,1437.79,0.5283,True
W6.1_adder_N2,2,adder,50000,25000,30.132,1659.37,0.4734,True
W6.1_adder_N2,2,adder,50000,25000,36.7684,1359.86,0.5599,True
W6.1_adder_N2,2,adder,50000,25000,25.242,1980.83,0.4011,True
W6.1_adder_N2,2,adder,50000,25000,33.8301,1477.97,0.5116,True
W6.1_adder_N2,2,adder,50000,25000,33.7828,1480.04,0.5412,True
W6.1_adder_N2,2,adder,50000,25000,34.1247,1465.21,0.5598,True
W6.1_adder_N2,2,adder,50000,25000,36.1616,1382.68,0.5889,True
W6.1_adder_N2,2,adder,50000,25000,25.4824,1962.14,0.4188,True
W6.1_adder_N2,2,adder,50000,25000,27.3827,1825.97,0.4412,True
W6.1_adder_N2,2,adder,50000,25000,29.8288,1676.23,0.4899,True
W6.1_adder_N2,2,adder,50000,25000,26.9882,1852.66,0.4406,True
W6.1_adder_N2,2,adder,50000,25000,32.0824,1558.49,0.5263,True
W6.1_adder_N2,2,adder,50000,25000,31.5354,1585.52,0.5152,True
W6.1_adder_N2,2,adder,50000,25000,25.0116,1999.07,0.4083,True
W6.1_adder_N2,2,adder,50000,25000,24.1841,2067.47,0.3927,True
W6.1_adder_N2,2,adder,50000,25000,27.2512,1834.78,0.4445,True
W6.1_adder_N2,2,adder,50000,25000,30.6449,1631.59,0.5022,True
W6.1_adder_N2,2,adder,50000,25000,25.0696,1994.45,0.4088,True
W6.1_adder_N2,2,adder,50000,25000,24.2922,2058.27,0.3957,True
W6.1_adder_N2,2,adder,50000,25000,28.7074,1741.71,0.4696,True
W6.1_adder_N2,2,adder,50000,25000,27.0815,1846.28,0.4443,True
W6.1_adder_N2,2,adder,50000,25000,31.7339,1575.6,0.5176,True
W6.1_adder_N2,2,adder,50000,25000,31.7834,1573.15,0.5215,True
W6.1_adder_N2,2,adder,50000,25000,23.9134,2090.88,0.3949,True
W6.1_adder_N2,2,adder,50000,25000,32.9407,1517.88,0.5362,True
W6.1_adder_N2,2,adder,50000,25000,24.2557,2061.37,0.3971,True
W6.1_adder_N2,2,adder,50000,25000,24.4901,2041.64,0.3981,True
W6.1_adder_N2,2,adder,50000,25000,24.1853,2067.37,0.3942,True
W6.1_adder_N2,2,adder,50000,25000,33.2536,1503.6,0.5441,True
W6.1_adder_N2,2,adder,50000,25000,24.2753,2059.71,0.3984,True
W6.1_adder_N2,2,adder,50000,25000,32.0578,1559.68,0.5246,True
W6.1_adder_N2,2,adder,50000,25000,25.3869,1969.52,0.415,True
W6.1_adder_N4,4,adder,50000,12500,27.4283,1822.93,0.9548,True
W6.1_adder_N4,4,adder,50000,12500,19.7029,2537.7,0.6926,True
W6.1_adder_N4,4,adder,50000,12500,17.9973,2778.19,0.6413,True
W6.1_adder_N4,4,adder,50000,12500,26.0116,1922.22,0.9111,True
W6.1_adder_N4,4,adder,50000,12500,26.5044,1886.48,0.9223,True
W6.1_adder_N4,4,adder,50000,12500,28.3218,1765.42,0.9826,True
W6.1_adder_N4,4,adder,50000,12500,23.8641,2095.2,0.8326,True
W6.1_adder_N4,4,adder,50000,12500,19.0596,2623.35,0.671,True
W6.1_adder_N4,4,adder,50000,12500,18.3053,2731.45,0.6488,True
W6.1_adder_N4,4,adder,50000,12500,24.0687,2077.39,0.8475,True
W6.1_adder_N4,4,adder,50000,12500,26.1412,1912.69,0.9125,True
W6.1_adder_N4,4,adder,50000,12500,18.1145,2760.22,0.6473,True
W6.1_adder_N4,4,adder,50000,12500,17.9244,2789.49,0.6432,True
W6.1_adder_N4,4,adder,50000,12500,25.9643,1925.72,0.8912,True
W6.1_adder_N4,4,adder,50000,12500,26.1433,1912.54,0.9123,True
W6.1_adder_N4,4,adder,50000,12500,17.9005,2793.22,0.6382,True
W6.1_adder_N4,4,adder,50000,12500,18.091,2763.81,0.648,True
W6.1_adder_N4,4,adder,50000,12500,25.0763,1993.91,0.8721,True
W6.1_adder_N4,4,adder,50000,12500,19.5424,2558.54,0.6953,True
W6.1_adder_N4,4,adder,50000,12500,17.9771,2781.32,0.642,True
W6.1_adder_N4,4,adder,50000,12500,24.9072,2007.45,0.8733,True
W6.1_adder_N4,4,adder,50000,12500,17.7339,2819.46,0.6304,True
W6.1_adder_N4,4,adder,50000,12500,17.9124,2791.36,0.6416,True
W6.1_adder_N4,4,adder,50000,12500,18.2027,2746.85,0.6499,True
W6.1_adder_N4,4,adder,50000,12500,18.2438,2740.66,0.6498,True
W6.1_adder_N4,4,adder,50000,12500,22.9712,2176.64,0.8013,True
W6.1_adder_N4,4,adder,50000,12500,27.1353,1842.62,0.9383,True
W6.1_adder_N4,4,adder,50000,12500,18.1129,2760.46,0.6453,True
W6.1_adder_N4,4,adder,50000,12500,18.7851,2661.68,0.6678,True
W6.1_adder_N4,4,adder,50000,12500,21.1459,2364.52,0.7401,True
W6.1_adder_N4,4,adder,50000,12500,20.9761,2383.67,0.7354,True
W6.1_adder_N4,4,adder,50000,12500,17.9326,2788.22,0.6432,True
W6.1_adder_N4,4,adder,50000,12500,17.8582,2799.83,0.6365,True
W6.1_adder_N4,4,adder,50000,12500,24.8485,2012.19,0.8715,True
W6.1_adder_N4,4,adder,50000,12500,18.1033,2761.93,0.6457,True
W6.1_adder_N4,4,adder,50000,12500,18.0128,2775.8,0.6472,True
W6.1_adder_N4,4,adder,50000,12500,18.0731,2766.54,0.6533,True
W6.1_adder_N4,4,adder,50000,12500,25.8556,1933.82,0.9027,True
W6.1_adder_N4,4,adder,50000,12500,17.9809,2780.73,0.6423,True
W6.1_adder_N4,4,adder,50000,12500,21.4366,2332.46,0.7558,True
W6.1_adder_N4,4,adder,50000,12500,21.3134,2345.94,0.7549,True
W6.1_adder_N4,4,adder,50000,12500,18.1486,2755.03,0.6519,True
W6.1_adder_N4,4,adder,50000,12500,27.911,1791.41,0.9654,True
W6.1_adder_N4,4,adder,50000,12500,26.5782,1881.24,0.9257,True
W6.1_adder_N4,4,adder,50000,12500,24.6802,2025.92,0.8722,True
W6.1_adder_N4,4,adder,50000,12500,18.731,2669.37,0.6597,True
W6.1_adder_N4,4,adder,50000,12500,22.4631,2225.87,0.7821,True
W6.1_adder_N4,4,adder,50000,12500,27.2053,1837.88,0.9557,True
W6.1_adder_N4,4,adder,50000,12500,25.8369,1935.22,0.8878,True
W6.1_adder_N4,4,adder,50000,12500,24.4848,2042.08,0.8588,True
W6.1_adder_N4,4,adder,50000,12500,26.0297,1920.88,0.9062,True
W6.1_adder_N4,4,adder,50000,12500,25.6276,1951.02,0.8876,True
W6.1_adder_N4,4,adder,50000,12500,27.3256,1829.79,0.9382,True
W6.1_adder_N4,4,adder,50000,12500,19.7192,2535.6,0.6921,True
W6.1_adder_N4,4,adder,50000,12500,18.2277,2743.08,0.6497,True
W6.1_adder_N4,4,adder,50000,12500,24.865,2010.86,0.8743,True
W6.1_adder_N4,4,adder,50000,12500,27.3378,1828.97,0.9568,True
W6.1_adder_N4,4,adder,50000,12500,18.0106,2776.14,0.6457,True
W6.1_adder_N4,4,adder,50000,12500,19.5759,2554.16,0.6985,True
W6.1_adder_N4,4,adder,50000,12500,20.1191,2485.2,0.7139,True
W6.1_adder_N4,4,adder,50000,12500,25.7289,1943.34,0.8998,True
W6.1_adder_N4,4,adder,50000,12500,21.7078,2303.32,0.7665,True
W6.1_adder_N4,4,adder,50000,12500,17.8778,2796.76,0.6437,True
W6.1_adder_N4,4,adder,50000,12500,25.4227,1966.75,0.8892,True
W6.1_adder_N4,4,adder,50000,12500,24.6947,2024.73,0.8683,True
W6.1_adder_N4,4,adder,50000,12500,24.4546,2044.61,0.8254,True
W6.1_adder_N4,4,adder,50000,12500,23.7985,2100.97,0.7991,True
W6.1_adder_N4,4,adder,50000,12500,26.2146,1907.33,0.8962,True
W6.1_adder_N4,4,adder,50000,12500,27.8878,1792.9,0.9362,True
W6.1_adder_N4,4,adder,50000,12500,20.2474,2469.45,0.7081,True
W6.1_adder_N4,4,adder,50000,12500,23.872,2094.5,0.8384,True
W6.1_adder_N4,4,adder,50000,12500,19.58,2553.63,0.6953,True
W6.1_adder_N4,4,adder,50000,12500,19.2962,2591.18,0.685,True
W6.1_adder_N4,4,adder,50000,12500,17.9654,2783.13,0.6451,True
W6.1_adder_N4,4,adder,50000,12500,17.9686,2782.63,0.6449,True
W6.1_adder_N4,4,adder,50000,12500,20.1371,2482.98,0.7162,True
W6.1_adder_N4,4,adder,50000,12500,18.422,2714.15,0.6485,True
W6.1_adder_N4,4,adder,50000,12500,17.6824,2827.67,0.6232,True
W6.1_adder_N4,4,adder,50000,12500,17.9153,2790.91,0.647,True
W6.1_adder_N4,4,adder,50000,12500,25.1372,1989.08,0.8841,True
W6.1_adder_N4,4,adder,50000,12500,18.4153,2715.13,0.6583,True
W6.1_adder_N4,4,adder,50000,12500,18.2233,2743.74,0.6503,True
W6.1_adder_N4,4,adder,50000,12500,19.3648,2582.0,0.694,True
W6.1_adder_N4,4,adder,50000,12500,20.4968,2439.41,0.7279,True
W6.1_adder_N4,4,adder,50000,12500,27.0602,1847.73,0.9506,True
W6.1_adder_N4,4,adder,50000,12500,24.0837,2076.09,0.8419,True
W6.1_adder_N4,4,adder,50000,12500,18.0359,2772.25,0.6408,True
W6.1_adder_N4,4,adder,50000,12500,21.6946,2304.72,0.7632,True
W6.1_adder_N4,4,adder,50000,12500,21.3983,2336.63,0.7603,True
W6.1_adder_N4,4,adder,50000,12500,22.9879,2175.06,0.8071,True
W6.1_adder_N4,4,adder,50000,12500,19.4697,2568.09,0.6891,True
W6.1_adder_N4,4,adder,50000,12500,17.9425,2786.68,0.6423,True
W6.1_adder_N4,4,adder,50000,12500,22.6549,2207.03,0.7998,True
W6.1_adder_N4,4,adder,50000,12500,26.3692,1896.15,0.9207,True
W6.1_adder_N4,4,adder,50000,12500,18.2757,2735.87,0.6545,True
W6.1_adder_N4,4,adder,50000,12500,17.8337,2803.68,0.6364,True
W6.1_adder_N4,4,adder,50000,12500,22.6282,2209.63,0.7994,True
W6.1_adder_N4,4,adder,50000,12500,19.4232,2574.24,0.6929,True
W6.1_adder_N4,4,adder,50000,12500,19.6289,2547.26,0.7006,True
W6.1_adder_N4,4,adder,50000,12500,24.0905,2075.51,0.8491,True
W6.1_adder_N8,8,adder,50000,6250,15.3874,3249.41,1.1541,True
W6.1_adder_N8,8,adder,50000,6250,14.3224,3491.04,1.0701,True
W6.1_adder_N8,8,adder,50000,6250,22.3523,2236.91,1.6216,True
W6.1_adder_N8,8,adder,50000,6250,22.4668,2225.51,1.6038,True
W6.1_adder_N8,8,adder,50000,6250,14.5454,3437.51,1.0864,True
W6.1_adder_N8,8,adder,50000,6250,14.4637,3456.93,1.0831,True
W6.1_adder_N8,8,adder,50000,6250,21.8049,2293.06,1.5789,True
W6.1_adder_N8,8,adder,50000,6250,14.9686,3340.33,1.1108,True
W6.1_adder_N8,8,adder,50000,6250,15.0944,3312.49,1.1241,True
W6.1_adder_N8,8,adder,50000,6250,14.4349,3463.83,1.0744,True
W6.1_adder_N8,8,adder,50000,6250,15.1775,3294.35,1.1369,True
W6.1_adder_N8,8,adder,50000,6250,14.5811,3429.1,1.0882,True
W6.1_adder_N8,8,adder,50000,6250,14.817,3374.5,1.1205,True
W6.1_adder_N8,8,adder,50000,6250,17.8685,2798.22,1.3263,True
W6.1_adder_N8,8,adder,50000,6250,18.2825,2734.86,1.3442,True
W6.1_adder_N8,8,adder,50000,6250,14.652,3412.5,1.0982,True
W6.1_adder_N8,8,adder,50000,6250,14.4872,3451.32,1.0989,True
W6.1_adder_N8,8,adder,50000,6250,14.6947,3402.59,1.0928,True
W6.1_adder_N8,8,adder,50000,6250,19.5106,2562.71,1.4234,True
W6.1_adder_N8,8,adder,50000,6250,14.4463,3461.09,1.0857,True
W6.1_adder_N8,8,adder,50000,6250,15.1634,3297.41,1.1261,True
W6.1_adder_N8,8,adder,50000,6250,15.8699,3150.62,1.1761,True
W6.1_adder_N8,8,adder,50000,6250,16.1226,3101.24,1.1915,True
W6.1_adder_N8,8,adder,50000,6250,19.4866,2565.87,1.4268,True
W6.1_adder_N8,8,adder,50000,6250,15.2697,3274.46,1.1345,True
W6.1_adder_N8,8,adder,50000,6250,15.8604,3152.51,1.1806,True
W6.1_adder_N8,8,adder,50000,6250,22.7111,2201.57,1.6456,True
W6.1_adder_N8,8,adder,50000,6250,22.4744,2224.75,1.6152,True
W6.1_adder_N8,8,adder,50000,6250,14.5805,3429.24,1.0833,True
W6.1_adder_N8,8,adder,50000,6250,14.9142,3352.51,1.1108,True
W6.1_adder_N8,8,adder,50000,6250,14.5661,3432.63,1.0872,True
W6.1_adder_N8,8,adder,50000,6250,15.5091,3223.91,1.1397,True
W6.1_adder_N8,8,adder,50000,6250,14.4011,3471.96,1.0725,True
W6.1_adder_N8,8,adder,50000,6250,21.647,2309.79,1.5622,True
W6.1_adder_N8,8,adder,50000,6250,14.5593,3434.23,1.0869,True
W6.1_adder_N8,8,adder,50000,6250,14.5695,3431.83,1.0962,True
W6.1_adder_N8,8,adder,50000,6250,18.6562,2680.07,1.3603,True
